"","SUM_RBC","SUM_RAIN_FALL(mm)_poly_1","SUM_RAIN_FALL(mm)_poly_2","SUM_SNOW_FALL(cm)_poly_1","SUM_SNOW_FALL(cm)_poly_2","TEMP(deg C)_MEAN_poly_1","TEMP(deg C)_MEAN_poly_2","RH(%)_MEAN_poly_1","RH(%)_MEAN_poly_2","WD_SPD(m/s)_MEAN_poly_1","WD_SPD(m/s)_MEAN_poly_2","VIS(10m)_MEAN_poly_1","VIS(10m)_MEAN_poly_2","DP_TEMP(deg C)_MEAN_poly_1","DP_TEMP(deg C)_MEAN_poly_2","SOL_RAD(MJ/m2)_MEAN_poly_1","SOL_RAD(MJ/m2)_MEAN_poly_2","SEASONS_Spring","SEASONS_Summer","SEASONS_Autumn","HOLIDAY_Holiday","DAY_TYPE_WKEND","HOLIDAY_Holiday_x_SEASONS_Spring","HOLIDAY_Holiday_x_SEASONS_Summer","HOLIDAY_Holiday_x_SEASONS_Autumn","SEASONS_Spring_x_`TEMP(deg C)_MEAN_poly_1`","SEASONS_Summer_x_`TEMP(deg C)_MEAN_poly_1`","SEASONS_Autumn_x_`TEMP(deg C)_MEAN_poly_1`","`TEMP(deg C)_MEAN_poly_1`_x_`SUM_RAIN_FALL(mm)_poly_1`"
"67",15958,-0.00686353682516559,-0.015737269533878,-0.01420408506592,0.00894368903447777,0.0879306812911349,0.0901835678479829,-0.000541238541600836,-0.0464201468708126,-0.00626533556841628,-0.038736356679882,0.0692077323906884,0.0588104659993461,0.0766935799832631,0.0607747309673122,-0.0342994560518939,-0.0380250452402179,0,1,0,0,0,0,0,0,0,0.0879306812911349,0,-0.000603515469103603
"68",19310,-0.0093915259688113,-0.00941833274039278,-0.01420408506592,0.00894368903447777,0.0549804754425788,0.005379320419294,0.0475347829044857,-0.0275179719957762,-0.0421226813721404,0.00892402820938356,0.043094102197083,-0.00832481410616539,0.0619306062456778,0.0237720628218848,-0.000624324693271843,-0.065057167991988,0,1,0,0,1,0,0,0,0,0.0549804754425788,0,-0.000516350562896571
"69",9092,0.463342443892938,0.770489102997324,-0.01420408506592,0.00894368903447777,0.0576426775045151,0.0109393655204568,0.135113828965364,0.157844123322527,-0.0730341863753509,0.0747466835165269,-0.00352739773429518,-0.0674018990148484,0.0861042405331182,0.0879167745412097,-0.0730576261061571,0.0430402851985227,0,1,0,0,0,0,0,0,0,0.0576426775045151,0,0.0267082990674745
"70",10802,0.15492776836816,-0.185543904235943,-0.01420408506592,0.00894368903447777,0.0565297897573122,0.00858746351642205,0.0962831962589091,0.0516111376725288,-0.0656154251745804,0.0568604186180103,0.010116909340104,-0.0581773810407441,0.0760662026132728,0.0590636663117231,-0.0814764089458126,0.0677157894459512,0,0,1,0,0,0,0,0,0,0,0.0565297897573122,0.00875803417342167
"71",31694,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0458591601811904,-0.0119488862922327,-0.0420614388814028,-0.0154858196538486,-0.0248122385703426,-0.0179322738227743,0.0715007627525847,0.0658731368727294,0.027620906324331,-0.0359150340600043,0.033606764022686,-0.0511747386720067,0,0,1,0,0,0,0,0,0,0,0.0458591601811904,-0.000894413330048564
"72",28199,-0.0169754933997484,0.0102152237556811,-0.01420408506592,0.00894368903447777,0.0557878645925103,0.00704157366106535,0.0355998265315062,-0.0376901671009055,-0.0417105279720976,0.0082011207774959,0.0660244058160467,0.0493181043884291,0.060264135106641,0.0200229535465578,-0.0303283320709244,-0.0433116752382413,0,0,1,0,0,0,0,0,0,0,0.0557878645925103,-0.000947026527176218
"73",30290,-0.018997884714665,0.0156222811705907,-0.01420408506592,0.00894368903447777,0.0498524632740949,-0.00469065453859348,0.0253458499293689,-0.0435392216295013,0.0287677034352222,-0.0555363248309636,0.0217787544989132,-0.0450033919346218,0.0503633359864809,-0.000461631065275759,0.0540183412848697,-0.0230510676706971,0,0,1,0,0,0,0,0,0,0,0.0498524632740949,-0.000947091350023326
"74",28018,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0346429973956554,-0.0296026162684632,-0.0434062226980766,-0.0137515966388583,0.00115342563235423,-0.0447492856058384,0.0715835810049331,0.0661317489015971,0.0170535187485562,-0.0468884345808238,0.027332388132754,-0.0568404714218275,0,0,1,0,0,0,0,0,0,0,0.0346429973956554,-0.000675659094957014
"75",30349,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0232086213263551,-0.0434508632400813,0.00298881897716776,-0.0470299003158492,-0.0520143629731678,0.027495343197379,0.0534877928668074,0.0154676059026102,0.0204844887406909,-0.043708234559248,0.0386898027183271,-0.0455575615583674,0,0,1,1,0,0,0,1,0,0,0.0232086213263551,-0.000452648940894813
"76",0,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0318716886918364,-0.0333435604851426,-0.00625656976246426,-0.0447616506455319,-0.0433591415722688,0.0111171812375004,0.0662314514469177,0.0499244483416001,0.0262681238702893,-0.0375145719473007,0.0179605355376658,-0.0626940907891798,0,0,1,0,0,0,0,0,0,0,0.0318716886918364,-0.000621608924029725
"77",4522,0.159983746655452,-0.183406154298582,-0.01420408506592,0.00894368903447777,0.0224448748331767,-0.0442266004659485,0.0925850407630563,0.043491744815504,0.00445065283269667,-0.0469982324326193,-0.0129997353466436,-0.0698810098458324,0.0446973341137556,-0.0108062829795833,-0.0864006026822149,0.083317718755045,0,0,1,0,0,0,0,0,0,0,0.0224448748331767,0.00359081516902426
"78",24410,0.0158883654676459,-0.0675321048081081,-0.01420408506592,0.00894368903447777,1.25492621066472e-05,-0.0586755472743937,0.0117299137855471,-0.0471771108717726,0.0658615094390748,-0.0412591900570481,0.0346518165983179,-0.0247999320176427,0.00446676026312492,-0.0554049108129589,-0.0263572080899548,-0.0480371074625956,0,0,1,0,0,0,0,0,0,0,1.25492621066472e-05,1.9938726269969e-07
"79",26198,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0119488158840671,-0.0529942163568367,0.048543370766991,-0.0264925051259849,-0.0400619143719264,0.00535020893736827,-0.0818113507666216,0.0086649747775333,0.0250721857587452,-0.0388810273222717,-0.0187326500464932,-0.0555367877342069,0,0,1,0,0,0,0,0,0,0,0.0119488158840671,-0.000233043522009133
"80",26504,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.00112215981347277,-0.0589780414321042,0.00517409267926259,-0.0472487014123045,-0.0594331241739383,0.0429629655829668,0.0711746658839629,0.064857242141881,0.00199646186878795,-0.0564951647299111,-0.0019745068468015,-0.0647499183608608,0,0,1,0,0,0,0,0,0,0,-0.00112215981347277,2.18860243329646e-05
"81",27437,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0014963995917105,-0.0582177338105285,-0.016006252433349,-0.0400169802574682,-0.0235757783702141,-0.01957573537068,0.0711746658839629,0.064857242141881,-0.00372835663237392,-0.0582886971237385,0.0207403223243445,-0.0612839036629923,0,0,1,0,0,0,0,0,0,0,0.0014963995917105,-2.91850033148679e-05
"82",27258,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.00400585235501113,-0.0572829599644152,-0.00239031628952725,-0.0459743943057125,-0.0783921805759073,0.0884850069303634,0.0236318128952087,-0.0424611604972369,0.00176119535504157,-0.0565890522362813,-0.000465479734033077,-0.0650890499043348,0,0,1,0,0,0,0,0,0,0,0.00400585235501113,-7.8128071477374e-05
"83",11589,0.00830439803670871,-0.0512822788901254,-0.01420408506592,0.00894368903447777,-0.0230307735035061,-0.0567311557692309,0.0677065401545919,-0.00209790698998841,-0.0293459259708134,-0.0115927204139625,0.0586639336385825,0.0287609694762626,0.000349596272563299,-0.0571160520223053,-0.0552669906714134,-0.000807428721440904,0,0,1,0,1,0,0,0,0,0,-0.0230307735035061,-0.000191256710266399
"84",19877,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0283551776273788,-0.0538622935239748,0.00349311290842041,-0.0470911620160652,0.0386593850362496,-0.0549539455751581,0.0703257787973918,0.0622305689917296,-0.0207655733361742,-0.0575666303672571,-0.0300106421524468,-0.0437103618942607,0,0,1,0,0,0,0,0,0,0,-0.0283551776273788,0.000553024711870423
"85",20822,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0362326771713051,-0.0479518029875707,-0.034497029912613,-0.0243846775232745,-0.0190420909697433,-0.0252882333131768,0.0692491415168626,0.0589363373684278,-0.0384497729527769,-0.0472226520314848,0.00739734574828671,-0.0655449212577203,0,0,1,0,0,0,0,0,0,0,-0.0362326771713051,0.000706663386710986
"86",24077,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0120764666584895,-0.0597768758695979,-0.0171829382729385,-0.0392810156754105,-0.0590209707738955,0.0420690430239023,0.00502876296144904,-0.0623976627969654,-0.0147466716928293,-0.0588579885551671,-0.00078316965251063,-0.0650243881632033,0,0,1,0,0,0,0,0,0,0,-0.0120764666584895,0.000235533156659731
"87",23472,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.00496271360774156,-0.0596957728998729,0.0342550427148324,-0.0386094600576133,-0.0656154251745804,0.0568604186180103,-0.085093024015927,0.0166515365988369,0.00617244248778617,-0.0545408163014424,-0.0200828322000228,-0.0543594570747833,0,0,1,0,0,0,0,0,0,0,-0.00496271360774156,9.67901982164522e-05
"88",21992,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0211977819198778,-0.0575086312246164,-0.0218896816312966,-0.0359853654569926,-0.0738584931754365,0.0768154820578749,0.0124513488281745,-0.0559305327669247,-0.0221967779614646,-0.0570929538770892,-0.0152380609432399,-0.0582827455348685,0,0,1,0,0,0,0,0,0,0,-0.0211977819198778,0.000413430569633014
"89",15689,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0409897267573881,-0.0434197703093851,-0.0203767998375386,-0.0371060656937514,-0.026048698770471,-0.0162521661761878,0.016628494430997,-0.0514225810041545,-0.039841766492443,-0.0459935129303684,-0.035331948286946,-0.0365585972454049,0,0,1,0,1,0,0,0,0,0,-0.0409897267573881,0.000799442420271215
"90",16496,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0532314919766198,-0.02842349745941,-0.0928270279608369,0.0818534444129998,0.0592670550383899,-0.046207846285633,0.0668525883395307,0.0517527007255485,-0.0727986839597482,0.000796465868696647,-0.0222272391497464,-0.052356238377616,0,0,1,0,0,0,0,0,0,0,-0.0532314919766198,0.00103819947452483
"91",16314,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0582722188315976,-0.0208530104343706,-0.112158295325522,0.136134189948547,-0.0231636249701713,-0.0201154123091639,0.0703620117827942,0.0623421553106251,-0.0871891523839017,0.0318736475986473,-0.0227037740274628,-0.0518888552352971,0,0,1,0,0,0,0,0,0,0,-0.0582722188315976,0.00113651120274691
"92",16282,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0300790625691244,-0.0527387978438317,0.0387936880961063,-0.0353226940433509,-0.0371768405716267,0.000517877083723637,-0.126424508078551,0.150290506518693,-0.0141585054084634,-0.0589234576372571,-0.0714691765137693,0.0386673733580692,0,0,1,0,0,0,0,0,0,0,-0.0300790625691244,0.000586646471738579
